date,SO2_Avg,CO_Avg,O3_Avg,NO2_Avg,PM10_Avg,PM25_Avg,Temperature_Avg,Temperature_range,Precipitation,Humidity_Avg
2005-01-22,0.008476105551239036,0.9653179453621344,0.010166024713472591,0.033916205191513484,52.218717597751635,NA,-1.1,12.600000000000001,0.9,49
2005-01-23,0.0075099974093474605,0.9210313086647729,0.01272285810309892,0.030618204797095,49.30561542126642,NA,2.3,9.8,0.9,64
2005-01-24,0.011401594594732785,1.071293750162934,0.012761643332973499,0.032925280710654856,68.44336825378822,NA,1.7,8.4,0,66
2005-01-25,0.01129527839382912,1.2909729240365841,0.010845755101590342,0.0348215047046868,112.03129987698378,NA,0,6.9,4.6,80
2005-01-26,0.007788209516174809,1.168462917460502,0.013819865686027949,0.031527275239078854,82.78357106988501,NA,1.8,8.8,1.1,76
2005-01-27,0.008062570934205404,1.0367847701395863,0.01297011641530275,0.03194063010709513,72.33380237679162,NA,1.5,10,0,60
2005-01-28,0.009972298779905606,1.235090335807757,0.011866497921555802,0.040633239394261375,85.45111696587396,NA,1.4,15.200000000000001,0,56
2005-01-29,0.00920093330796263,1.039299020968707,0.015506485918170701,0.029681596872225123,77.54631634205487,NA,-0.3,9.5,0.7,62
2005-01-30,0.004343567190034581,0.5709282173872094,0.025560526353569833,0.012106537998410754,35.15839425625844,NA,-3.9,6.800000000000001,0,46
2005-01-31,0.00530126931897169,0.5993534376325504,0.02510653349141201,0.014283482394143614,38.29534428775353,NA,-4.2,9.4,0.7,48
2005-02-01,0.004641473400572761,0.5317259641897868,0.02588273671567351,0.010245319895553495,44.95968363759396,NA,-7.4,6.1000000000000005,0.8,50
2005-02-02,0.005671651069371755,0.616320340037896,0.02189248795264701,0.016381689572756965,39.75916056775582,NA,-4.8,9.4,0.3,57
2005-02-03,0.006635000746506863,0.7462383200139293,0.020193511858474962,0.02237330260446612,45.05215909962287,NA,-2.5,9.9,0.1,55
2005-02-04,0.008333002529381019,0.836256688748058,0.016265092350038826,0.029244427012261084,51.23419574829776,NA,0,10.8,0,47
2005-02-05,0.009504875157710946,0.8541347084898936,0.019385293377251936,0.026658314062763623,59.03785981166882,NA,-0.1,10.399999999999999,0,51
2005-02-06,0.008318364918615883,0.9913514935780382,0.016338971952453943,0.030824617719623016,64.13284603789809,NA,0.3,14,0,58
2005-02-07,0.007310182527403318,1.059277584045356,0.012658054740786765,0.03283167951324038,59.475290642729775,NA,3.3,7.9,0.2,70
2005-02-08,0.006142730003656908,0.8825745707433648,0.018331205579542206,0.02465579421325965,58.083088301525464,NA,2.5,8.4,0.8,76
2005-02-09,0.0061258336362370065,0.9223326599102759,0.019259760353374483,0.02206535507008487,67.2365148857906,NA,0.4,8.2,0.3,67
2005-02-10,0.004699025748187263,0.5781971285949244,0.03216911041923723,0.010618947695074859,37.76822799436258,NA,-2.7,7.8,0,42
2005-02-11,0.004558213511971128,0.6085546710087514,0.027240084471352587,0.0151235060094935,28.289696597908833,NA,-4.2,10.6,0,41
2005-02-12,0.005945303710254348,0.749173495482628,0.02088426391994162,0.023372600665217565,35.33329656966684,NA,-3.5,10.9,0,42
2005-02-13,0.008732447310334256,0.9097908704086684,0.0235908588644557,0.02509636258657485,49.67720441395182,NA,-1.4,13.6,0,46
2005-02-14,0.011340019649726637,1.180484585600594,0.014997698466023392,0.03878867015936848,84.27707985360718,NA,1.3,12.3,1.8,53
2005-02-15,0.007187553788383466,0.8906194840884012,0.01931283155936071,0.029246290723250953,52.55033238131219,NA,4.7,8.5,12.6,69
2005-02-16,0.0037771929885966468,0.6825092152546862,0.025355753884013354,0.020366468384512032,18.3808948906612,NA,4.3,2.9,10.7,87
2005-02-17,0.004394098355234105,0.6594703897880776,0.02076244074472453,0.02152296339246258,25.152510243076065,NA,5.5,8.299999999999999,0.4,71
2005-02-18,0.003591619143765592,0.5357053944993668,0.02783095576717192,0.01712237893705539,24.275802871978122,NA,3.4,4.4,3.1,71
2005-02-19,0.004313572450344025,0.5766761088868224,0.024406041774540786,0.017049303070005527,29.976716531959816,NA,-0.2,10,0.4,62
2005-02-20,0.004343032211700861,0.4974850505785006,0.032284356984266405,0.01005440911153274,40.91141049671562,NA,-4.9,8.1,0.1,46
2005-02-21,0.004605086241740411,0.5491845400360529,0.02657476637934762,0.016388042663911473,29.838174288055317,NA,-4.5,9.9,0.3,49
2005-02-22,0.007218860788829287,0.7116088827622163,0.022605559960457024,0.02431876046812934,50.755960065560615,NA,0.8,14.399999999999999,1.9,62
2005-02-23,0.007937824958786477,0.6957958445661838,0.029388175156895513,0.01908111504762087,63.55235112252609,NA,1.4,8.4,0,47
2005-02-24,0.0058797276040676695,0.6832583556730412,0.018653746964623408,0.027860875723744665,44.84776720730403,NA,0.2,9.4,0,51
2005-02-25,0.005896225068765289,0.5746016210069574,0.029252969512475278,0.01794063491315444,38.69765090315874,NA,-1.8,7.7,0,38
2005-02-26,0.005251957106633926,0.5203721267208419,0.03077085190397608,0.01588308473210429,33.547141817966285,NA,-3.5,10,0,40
2005-02-27,0.005967124437653404,0.6082140927813046,0.025382463161637076,0.021513815954271077,36.05204139103577,NA,-1.4,12.600000000000001,0,45
2005-02-28,0.009191888030442007,0.765778710202892,0.025311552933324866,0.02669747202145053,58.504926418615895,NA,1.1,12,0,48
2005-03-01,0.005831727112482315,0.6423275409049066,0.026275748006950053,0.02274061166887371,42.47774097794293,NA,0.9,12.1,0,46
2005-03-02,0.006904046702562584,0.7260371583469409,0.022007514235055797,0.02763471639812283,50.98871354271104,NA,1.4,8.6,0.5,61
2005-03-03,0.00561865509873967,0.6200014917896416,0.026624768711084164,0.021807576948345914,41.150215324417374,NA,-0.1,9.2,0,48
2005-03-04,0.00603555582671348,0.6262208815490419,0.027840047626505594,0.0214556083626618,39.47148029379471,NA,-0.4,10.6,2.1,53
2005-03-05,0.005264995063501104,0.6372375871113083,0.02562927240841839,0.021904829587801676,40.704054219296374,NA,-1.3,9.1,4.5,66
2005-03-06,0.005174619551377864,0.6509733330540265,0.02912615372805009,0.020072893072599338,41.25396077464314,NA,1,13,0.6,56
2005-03-07,0.008467578859194616,0.7693391260723674,0.030596674184616708,0.028091792408021864,66.94315827381112,NA,5,15.600000000000001,0,58
2005-03-08,0.008609593986156704,0.858434766883358,0.03131133314631094,0.030278945431830125,92.39000639936384,NA,7.3,13.2,0,60
2005-03-09,0.008136732249562123,0.8765938063262985,0.0215849258586718,0.03363924286936379,77.61774709566954,NA,8.1,15.799999999999999,0,62
2005-03-10,0.005829331602611654,0.6846086675796821,0.021868035282101777,0.026238654518125407,50.26831783317568,NA,10.7,12.1,1.8,75
2005-03-11,0.0046993234112562305,0.6105822653912107,0.025569344493945552,0.017971579545788582,47.26107276536731,NA,2.7,10.5,3.8,71
2005-03-12,0.004286141799735209,0.4757974521987785,0.03375292237964872,0.010149715422273876,37.98155096553359,NA,-2.3,6.6,0,42
2005-03-13,0.004544184592785047,0.4858108231295806,0.03283671516930788,0.01117520946409048,40.053885024158006,NA,-0.8,9.8,0.1,41
2005-03-14,0.005916029526573337,0.6228027127622944,0.02739122856229285,0.021766435412020946,44.08162258272774,NA,2.6,13.5,0,46
2005-03-15,0.0073303083255170185,0.7388421815143591,0.022854742698296196,0.029787204662254266,58.62071725181538,NA,4.1,9.9,0.5,66
2005-03-16,0.008275027504051385,0.8387872116806957,0.022940706402635316,0.03240331736212021,77.82363135761662,NA,7.4,13.8,2.7,68
2005-03-17,0.005810832600479878,0.7099102289807909,0.03262240712161236,0.02385427662331206,61.92465938123965,NA,7,7.000000000000001,16.4,75
2005-03-18,0.004670685288622993,0.5306886425917465,0.034969486689547434,0.014991306769501521,60.60521544511581,NA,4.9,8.5,0,46
2005-03-19,0.005645619247262302,0.5960179925186029,0.028648476253890845,0.024451770790451764,49.265246110652505,NA,5,14.7,0,48
2005-03-20,0.006580201441667816,0.5772378058480647,0.03600120669993634,0.02094106182708441,58.23399226490131,NA,6.8,10.399999999999999,0,51
2005-03-21,0.009572954271194454,0.786333749721116,0.032183572919330876,0.03033560353397496,95.07810888579242,NA,7.9,15.700000000000001,1.8,58
2005-03-22,0.006077269991093131,0.6859555159224143,0.03369403934097349,0.0257004743544272,61.63888257800929,NA,7.8,9.1,18.7,74
2005-03-23,0.0062883045016123235,0.7169986417082672,0.02684423606678128,0.02644492151135494,76.57449319328448,NA,7.6,9.5,0.4,62
2005-03-24,0.004524395463903642,0.5230701718033599,0.03470242805204442,0.015707872553800534,52.02242251521093,NA,2.7,6.3,2.5,58
2005-03-25,0.006080857747526377,0.5209335990226724,0.03670815345323018,0.016309688184784826,57.261143977922586,NA,4.2,10.9,0,46
2005-03-26,0.009001942331478609,0.7712856671533173,0.030269527046892775,0.029589691192113448,92.18247821472087,NA,8.2,14.6,0,60
2005-03-27,0.005931986957416922,0.6944329299725831,0.023907132002044085,0.02814406948067258,59.40356982064574,NA,9.1,12.2,3.4,71
2005-03-28,0.005155821321708122,0.5928220859135181,0.02928768432514703,0.02243009187503266,57.01628107783724,NA,9.3,12.700000000000001,0,61
2005-03-29,0.004349480684087026,0.47031025254742964,0.035008293252842486,0.015776573352443563,104.13079539667659,NA,5.7,10.299999999999999,0,42
2005-03-30,0.006644087535038285,0.5931498877709336,0.03547471216659449,0.02196562196748278,69.34510181930241,NA,7.5,15.3,0,42
2005-03-31,0.00872784640399317,0.8115506044919569,0.05191191955063481,0.03117995625388136,95.8497387300853,NA,9.4,16,0,48
2005-04-01,0.008395836456131896,0.8432148378865992,0.02321007889410773,0.03791415788745225,82.0000890611572,NA,9.9,15.5,0,47
2005-04-02,0.00910476954704905,0.847623682628654,0.02904368961721903,0.035604820011603665,86.53520530960604,NA,10.5,14.700000000000001,0,51
2005-04-03,0.005218245509067931,0.6189499796540056,0.03825866363886538,0.018067227337884652,59.434525453367776,NA,7.2,9.6,2.1,65
2005-04-04,0.005613215103687458,0.6294714364804586,0.029651668224107676,0.024019618614123023,51.516053686137326,NA,8.9,16.900000000000002,0,49
2005-04-05,0.008484873055973697,0.6692598838296101,0.04154166423734281,0.026313536569961514,69.34008366134678,NA,13.6,17.7,0,43
2005-04-06,0.004738060035456837,0.596836593928604,0.031942048800429744,0.022592895517297477,48.066646451903964,NA,13.6,11.6,3.9,68
2005-04-07,0.006653294306986762,0.7488403486739048,0.03263374935058119,0.023260901737076182,93.70414319255168,NA,15.9,12.499999999999998,0,71
2005-04-08,0.006189135148230938,0.7829918025336439,0.026169544137658356,0.029319920905343,110.21798562305392,NA,14.2,14.7,0,59
2005-04-09,0.005025064130114118,0.6717501797361782,0.022759603447199937,0.02586264494154505,84.6496264863055,NA,12.8,7.800000000000001,11.1,74
2005-04-10,0.003508710032911236,0.5771886160952027,0.02506373182709975,0.01504737460261933,64.20344045105715,NA,11.6,9,25.1,79
2005-04-11,0.003851233837421255,0.5731902791826996,0.027840605666832448,0.018432977931387266,98.42653010793755,NA,10.7,9.900000000000002,0,61
2005-04-12,0.004875070496026378,0.5894760148420635,0.025763144828825774,0.023274334373776084,70.56257519560381,NA,9.9,9.5,0.4,66
2005-04-13,0.0058735530817103036,0.6318594219600916,0.03260579703320958,0.023355101033171344,74.4245748612301,NA,10.2,11.4,0,55
2005-04-14,0.006257987263609054,0.5818812222316226,0.034176628973743566,0.024151600549419783,66.2514260238194,NA,11.5,15.4,0,45
2005-04-15,0.0057563576355229,0.5606603014104024,0.03471571374276819,0.021941355397595553,122.31601244403794,NA,10.4,12.6,0,42
2005-04-16,0.005688896152267736,0.5651509501853454,0.02777428223279671,0.026244423932100972,79.21960087935767,NA,11.2,18.1,0,33
2005-04-17,0.007709137154244167,0.666255753662752,0.03472723844098524,0.02834012491064565,74.68259464556876,NA,13.8,17.8,0,42
2005-04-18,0.006460037147996496,0.6651086562115974,0.02735548555975346,0.03277674144634845,80.3775775460899,NA,15.3,12.599999999999998,1.1,62
